Name,LCD,PLD,LFPD,cm3_g,ASA_A2,ASA_m2_cm3,ASA_m2_g,NASA_A2,NASA_m2_cm3,NASA_m2_g,AV_A3,AV_VF,AV_cm3_g,NAV_A3,NAV_VF,NAV_cm3_g,OMS,chemical_formula,total_atoms
MOYNEU,4.54965,3.36079,4.48899,1.32924,124.319,309.612,232.924,0.0,0.0,0.0,17.6674,0.0044,0.00331016,0.0,0.0,0.0,4.0,Zn8H160C168O32,368
MULQOA,5.82935,5.12372,5.82935,1.29204,557.193,2083.01,1612.19,0.0,0.0,0.0,358.442,0.134,0.103712,0.0,0.0,0.0,4.0,Zn12H16C40N16O36,120
MUVGOA,5.0396,3.54728,5.0396,0.993755,298.773,709.575,714.034,211.786,502.984,506.145,60.6326,0.0144,0.0144905,42.9481,0.0102,0.0102641,0.0,Zn4H64C136N40,244
MUVGUG,5.3049,3.8372,5.30439,0.980252,163.943,768.133,783.608,109.694,513.959,524.314,48.2352,0.0226,0.0230553,27.319,0.0128,0.0130579,0.0,Zn2H32C68N20,122
MUVHAN,5.19525,3.68882,5.00213,0.984437,165.165,777.164,789.45,104.255,490.559,498.314,45.9049,0.0216,0.0219415,24.2276,0.0114,0.0115802,0.0,Zn2H32C68N20,122
MUVHER,5.24679,3.7317,5.14532,0.97664,168.074,784.586,803.352,109.09,509.244,521.425,43.7008,0.0204,0.0208879,26.9917,0.0126,0.0129014,0.0,Zn2H32C68N20,122
MUWQEB,15.66484,9.57746,15.5128,0.72296,863.298,1294.37,1790.38,311.613,467.212,646.249,2106.27,0.3158,0.436816,366.829,0.055,0.0760762,12.0,Fe12H24C72N96,204
MUZHUL,4.32673,3.84006,4.30197,1.1945,156.092,1779.42,1489.67,0.0,0.0,0.0,36.141,0.0412,0.0344914,0.0,0.0,0.0,0.0,Zn2H4C20O16,42
NAKLIW,5.07535,4.01579,4.60929,1.15907,783.967,1736.26,1497.98,0.0,0.0,0.0,224.86,0.0498,0.0429656,0.0,0.0,0.0,8.0,Zn16H56C96O56,224
NAQLAT,6.1178,3.53855,6.08116,1.24225,493.876,1063.25,855.905,0.0,0.0,0.0,177.438,0.0382,0.0307507,0.0,0.0,0.0,4.0,Zn12H80C144N8O48,292
NARTUX,5.01316,2.44331,5.01316,1.39973,0.0,0.0,0.0,104.713,251.678,179.804,0.0,0.0,0.0,34.1168,0.0082,0.00585826,8.0,Ca12H96C120N24O72,324
NAXLEF,2.89528,2.42617,2.88459,1.58072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al2H12C16N2O10,42
NAYZUK,9.71291,7.59917,9.71291,1.3315,347.905,1010.77,759.122,48.5854,141.156,106.012,437.131,0.127,0.095381,6.88395,0.002,0.00150206,0.0,In8H48C96O40,192
NAZBAT,6.89006,4.61969,6.89006,1.03282,605.416,1733.14,1678.07,0.0,0.0,0.0,361.195,0.1034,0.100115,0.0,0.0,0.0,0.0,In4H48C96O32,180
NEHNEV,5.92864,4.61701,5.92332,0.974569,413.559,1782.98,1829.51,0.0,0.0,0.0,247.72,0.1068,0.109587,0.0,0.0,0.0,0.0,Zn3H52C64N4O18,141
NEHNEV01,5.0058,3.67388,5.00532,1.3823,83.1873,508.694,368.005,0.0,0.0,0.0,18.9696,0.0116,0.00839181,0.0,0.0,0.0,0.0,Zn3H52C64N4O18,141
NEHZIK,7.34019,4.77821,7.34019,1.20148,469.476,1250.23,1040.58,0.0,0.0,0.0,323.69,0.0862,0.0717447,0.0,0.0,0.0,0.0,Zn8H80C96N32O32,248
NHBZZN10,3.40814,2.94018,3.40605,1.53975,0.0,0.0,0.0,1.90417,13.2311,8.59305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn4H32C56N8O16,116
NIHBEM,4.82471,3.66332,4.81898,1.76393,122.298,742.13,420.725,0.0,0.0,0.0,32.6292,0.0198,0.0112249,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
NIHBEM01,4.87963,3.68372,4.87963,1.74048,131.732,788.747,453.178,0.0,0.0,0.0,36.7431,0.022,0.0126402,0.0,0.0,0.0,1.0,Fe12H24C24O48,108
NIHBEM02,5.01891,3.78432,5.01891,1.70287,144.738,847.89,497.919,0.0,0.0,0.0,44.7243,0.0262,0.0153858,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
NIHBIQ,5.25122,3.88968,5.25122,1.66955,161.831,929.478,556.723,0.0,0.0,0.0,55.3669,0.0318,0.019047,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
NIHBIQ01,5.30133,3.89271,5.30133,1.65496,166.584,948.414,573.073,0.0,0.0,0.0,56.9088,0.0324,0.0195775,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
NIHBIQ02,5.38184,3.95166,5.36146,1.6285,178.16,998.105,612.897,0.0,0.0,0.0,64.6164,0.0362,0.022229,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
NIKYOW,4.56807,3.54686,4.56807,1.80221,101.643,630.172,349.667,0.0,0.0,0.0,22.9038,0.0142,0.00787923,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
NIKYOW01,4.61161,3.58405,4.59865,1.78633,108.468,666.559,373.145,0.0,0.0,0.0,25.711,0.0158,0.00884495,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
NIKYOW02,4.72462,3.68194,4.72462,1.75151,122.278,736.779,420.655,0.0,0.0,0.0,31.8649,0.0192,0.010962,0.0,0.0,0.0,1.0,Fe12H24C24O48,108
NIKYUC,4.9018,3.64376,4.89963,1.7317,134.402,800.672,462.361,0.0,0.0,0.0,38.2723,0.0228,0.0131662,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
NIKYUC01,4.94759,3.68791,4.94354,1.71164,142.594,839.634,490.543,0.0,0.0,0.0,41.7778,0.0246,0.0143722,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
NIKYUC02,5.06856,3.78234,5.06856,1.67303,156.624,901.446,538.81,0.0,0.0,0.0,50.0393,0.0288,0.0172143,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
NIKZAJ,4.56098,3.58427,4.53545,1.81346,103.909,648.244,357.463,0.0,0.0,0.0,22.4411,0.014,0.00772006,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
NIKZAJ01,4.60883,3.61537,4.60883,1.79637,109.466,676.475,376.579,0.0,0.0,0.0,23.6254,0.0146,0.0081275,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
NIKZAJ02,4.67382,3.68928,4.66396,1.76633,121.622,739.028,418.396,0.0,0.0,0.0,28.6352,0.0174,0.00985091,0.0,0.0,0.0,1.0,Fe12H24C24O48,108
NIKZEN,4.82301,3.70751,4.81727,1.74152,130.258,780.383,448.105,0.0,0.0,0.0,37.0551,0.0222,0.0127475,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
NIKZEN01,4.86464,3.71164,4.85271,1.72603,137.057,813.819,471.498,0.0,0.0,0.0,38.3981,0.0228,0.0132095,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
NIKZEN02,4.94738,3.78699,4.94738,1.70037,146.713,858.202,504.714,0.0,0.0,0.0,46.4994,0.0272,0.0159965,0.0,0.0,0.0,0.0,Fe12H24C24O48,108
NIRDOI,3.72517,2.74753,3.7047,1.48024,0.0,0.0,0.0,15.0103,35.5032,23.9848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn10H120C176N8O48,362
NISCOJ,4.58385,2.97979,4.55532,1.18763,0.0,0.0,0.0,157.012,563.926,474.834,0.0,0.0,0.0,35.0817,0.0126,0.0106094,0.0,Zn4H80C88N24O16,212
NOCKUM,6.00758,5.1022,6.00758,1.07326,253.319,1336.38,1245.16,0.0,0.0,0.0,143.684,0.0758,0.0706261,0.0,0.0,0.0,4.0,Ca6H24C48O24,102
NOFHUM,4.52799,3.71651,4.48929,1.17276,304.651,815.923,695.732,0.0,0.0,0.0,53.767,0.0144,0.0122788,0.0,0.0,0.0,8.0,Zn8H64C128O32,232
NOQLOV,3.28229,2.60834,3.23871,1.99902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,In4H20C20N4O32,80
NUCREJ,4.13308,3.35735,4.13308,1.63646,51.6249,234.055,143.025,0.0,0.0,0.0,3.08795,0.0014,0.000855505,0.0,0.0,0.0,0.0,Zn9H48C60N24O30,171
NURMUJ,4.39424,3.64857,4.38802,1.20073,259.092,1534.63,1278.08,0.0,0.0,0.0,39.8441,0.0236,0.0196547,0.0,0.0,0.0,6.0,Zn6H12C36O24,78
OBUFEX,5.14759,4.35938,5.14759,1.09987,371.209,1565.42,1423.28,0.0,0.0,0.0,112.874,0.0476,0.0432779,0.0,0.0,0.0,0.0,Zn4H44C64N8O24,144
OBUFIB,4.69705,3.94966,4.45735,1.56509,177.28,881.181,563.022,0.0,0.0,0.0,41.8464,0.0208,0.01329,0.0,0.0,0.0,0.0,Zn8H44C64N8O28,152
OCIZIL,4.80232,3.72491,4.79269,1.33861,288.437,478.083,357.15,0.0,0.0,0.0,71.1917,0.0118,0.00881514,0.0,0.0,0.0,0.0,Zn8H176C256N32O40,512
ODIXEG,10.36031,7.47097,10.26208,0.552173,899.011,2338.09,4234.34,0.0,0.0,0.0,1593.4,0.4144,0.75049,0.0,0.0,0.0,4.0,Zn4Si2H32C56O16,110
ODODES,6.13875,4.52515,6.13614,0.993468,731.139,1799.79,1811.62,0.0,0.0,0.0,337.988,0.0832,0.0837471,0.0,0.0,0.0,0.0,Zn6Si4H68C112O32,222
ODODIW,7.22618,4.59373,7.22618,0.965963,467.487,1973.49,2043.02,0.0,0.0,0.0,355.326,0.15,0.155286,0.0,0.0,0.0,2.0,Zn5Si2H34C56O18,115
ODUNEH,6.66002,5.04848,6.5984,0.964914,942.471,2074.76,2150.2,0.0,0.0,0.0,589.623,0.1298,0.13452,0.0,0.0,0.0,4.0,Zn10H64C112O36,222
OFERUN02,11.42938,3.12691,11.42938,0.92153,0.0,0.0,0.0,353.718,1438.6,1561.1,0.0,0.0,0.0,470.606,0.1914,0.207698,0.0,Zn6H59C48N24,137
OFERUN04,11.43126,3.48146,11.43126,0.914253,738.731,1489.28,1628.96,0.0,0.0,0.0,974.206,0.1964,0.21482,0.0,0.0,0.0,0.0,Zn12H120C96N48,276
OFUYUL,6.60027,4.21601,6.30771,1.08508,524.63,1752.68,1615.25,0.0,0.0,0.0,338.841,0.1132,0.104324,0.0,0.0,0.0,0.0,Zn8H24C64O40,136
OGAGAF,4.92581,3.9125,4.92581,1.40546,188.123,814.025,579.186,0.0,0.0,0.0,65.1709,0.0282,0.0200646,0.0,0.0,0.0,0.0,Zn8P8H64C52N8O24,164
OGAGEJ,5.64492,5.21899,5.64485,1.05864,585.018,1906.74,1801.13,0.0,0.0,0.0,314.792,0.1026,0.096917,0.0,0.0,0.0,0.0,Zn8P8H64C52N8O24,164
OGAGIN,5.17696,3.68155,4.98187,1.45357,178.697,799.705,550.166,0.0,0.0,0.0,52.7351,0.0236,0.0162359,0.0,0.0,0.0,0.0,Zn8P8H64C52N8O24,164
OHOLIH,5.71234,5.23759,5.71234,1.26984,203.609,1392.36,1096.49,0.0,0.0,0.0,92.4192,0.0632,0.0497701,0.0,0.0,0.0,0.0,Zn4H24C48O16,92
OJIWIO,4.64307,3.99735,4.61496,1.33375,183.672,838.791,628.898,0.0,0.0,0.0,50.8017,0.0232,0.0173946,0.0,0.0,0.0,0.0,Zn4H40C80N8O24,156
OSAVEK,5.46185,5.06196,5.40742,0.991485,194.711,1423.39,1435.61,0.0,0.0,0.0,98.2178,0.0718,0.0724166,0.0,0.0,0.0,4.0,Ca4H16C32O16,68
OSAVUA,5.76863,5.59566,5.76863,0.884314,160.079,1804.66,2040.75,0.0,0.0,0.0,96.6861,0.109,0.123259,0.0,0.0,0.0,2.0,Ca2H8C16O12,38
OSAWEL,5.275,4.57502,5.21033,1.20581,79.5318,1222.57,1013.9,0.0,0.0,0.0,36.0393,0.0554,0.0459443,0.0,0.0,0.0,0.0,Ca2H8C16O12,38
OSAXAI,4.39348,3.533,4.39348,1.30634,155.286,623.527,477.308,0.0,0.0,0.0,28.8892,0.0116,0.00887977,0.0,0.0,0.0,0.0,Zn4H64C96N16O16,196
OSOMIT,4.61762,2.46616,4.61012,1.56011,0.0,0.0,0.0,56.3702,294.639,188.858,0.0,0.0,0.0,15.3056,0.008,0.00512785,2.0,Zn6H48C60N18O24,156
OVICUS,5.88829,5.24435,5.88829,1.52853,140.556,870.177,569.289,0.0,0.0,0.0,77.2092,0.0478,0.0312718,0.0,0.0,0.0,0.0,Zn4H24C48S8N8O16,108
OWAVOY,8.02011,4.26959,7.97315,1.00925,1025.55,2065.12,2046.19,0.0,0.0,0.0,688.294,0.1386,0.137329,0.0,0.0,0.0,0.0,Zn12H60C96N18O48,234
OYEBIE,4.32919,3.14651,4.32311,1.30552,0.0,0.0,0.0,97.2885,462.17,354.011,0.0,0.0,0.0,10.9462,0.0052,0.00398307,0.0,Zn4H64C80N8O16,172
OYODEM,8.98325,5.22908,8.92063,1.02323,631.966,1104.78,1079.69,0.0,0.0,0.0,608.639,0.1064,0.103984,0.0,0.0,0.0,0.0,Zn8B8H160C152N48O16,392
PAMHES,4.34401,3.08533,4.22396,1.42106,0.0,0.0,0.0,112.948,744.673,524.027,0.0,0.0,0.0,19.7177,0.013,0.00914812,2.0,Zn4H12C36O18F16,86
PAMHES01,4.30772,3.04279,4.18826,1.41764,0.0,0.0,0.0,105.449,693.559,489.236,0.0,0.0,0.0,18.2449,0.012,0.00846479,2.0,Zn4H12C36O18F16,86
PAMVEG,4.06328,3.71255,4.05877,1.30742,64.4157,317.17,242.592,0.0,0.0,0.0,4.0619,0.002,0.00152973,0.0,0.0,0.0,0.0,Zn4H88C64N16O16,188
PAPHEV,4.68234,3.58973,4.68234,1.49159,183.114,696.351,466.851,0.0,0.0,0.0,43.6518,0.0166,0.0111291,0.0,0.0,0.0,0.0,Zn4H52C76Br8N8O24,172
PARHAS,6.90619,6.37667,6.76731,0.69817,389.081,2220.2,3180.03,0.0,0.0,0.0,304.577,0.1738,0.248937,0.0,0.0,0.0,0.0,Ca4H32C24O16,76
PARHEW,7.38605,6.67234,7.38605,0.632325,467.47,2415.94,3820.73,0.0,0.0,0.0,417.173,0.2156,0.340964,0.0,0.0,0.0,0.0,Ca4H32C24O16,76
PASMUT,5.21671,3.87145,5.2007,1.45236,405.688,1647.8,1134.56,0.0,0.0,0.0,146.735,0.0596,0.0410365,0.0,0.0,0.0,12.0,Zn12H24C48O48,132
PEGBAG,4.42914,3.59275,4.41193,1.43063,119.07,530.814,371.035,0.0,0.0,0.0,15.2535,0.0068,0.00475315,0.0,0.0,0.0,0.0,Zn8H64C56N48,176
PEGBEK01,4.25489,3.43767,4.2496,1.42831,117.022,520.839,364.654,0.0,0.0,0.0,15.2782,0.0068,0.00476087,0.0,0.0,0.0,0.0,Zn8H64C56N48,176
PEGBEK02,4.27091,3.47487,4.26464,1.41967,121.791,538.788,379.515,0.0,0.0,0.0,17.6317,0.0078,0.00549422,0.0,0.0,0.0,0.0,Zn8H64C56N48,176
PEGBUA,4.24178,3.44241,4.23659,1.42808,117.15,521.32,365.051,0.0,0.0,0.0,15.2808,0.0068,0.00476165,0.0,0.0,0.0,0.0,Zn8H64C56N48,176
PEGCAH,4.41751,3.55963,4.32894,1.40923,141.939,623.297,442.297,0.0,0.0,0.0,24.1386,0.0106,0.00752185,0.0,0.0,0.0,0.0,Zn8H64C56N48,176
PEGCEL,4.60881,3.89017,4.60881,1.36646,168.483,717.407,525.013,0.0,0.0,0.0,34.7579,0.0148,0.0108309,0.0,0.0,0.0,0.0,Zn8H64C56N48,176
PEJFOA,4.64383,3.88697,4.63782,2.21077,211.746,773.214,349.749,29.6541,108.285,48.9809,55.8656,0.0204,0.00922756,2.73851,0.001,0.000452332,4.0,Ga20P20C8O96,144
PEKKAS,3.45164,2.93856,3.45164,1.79576,0.0,0.0,0.0,8.91795,110.527,61.5488,0.0,0.0,0.0,0.161372,0.0002,0.000111374,0.0,In3C12O24,39
PEMRIK,6.31603,3.45605,6.31603,1.18528,460.936,1205.62,1017.15,0.0,0.0,0.0,208.748,0.0546,0.0460649,0.0,0.0,0.0,0.0,Zn8H68C112N20O32,240
PENNUT,5.51848,4.07497,5.40477,1.34514,273.452,1292.88,961.144,0.0,0.0,0.0,134.518,0.0636,0.0472813,0.0,0.0,0.0,4.0,Zn6H40C62N4O30,142
PENZUE,3.89114,3.09221,3.89114,1.63624,0.0,0.0,0.0,20.6332,103.941,63.5247,0.0,0.0,0.0,2.77911,0.0014,0.000855623,0.0,Zn8P8H64C52N8O24,164
PEPBAO,5.10254,3.95909,5.10254,1.42412,194.839,854.278,599.864,0.0,0.0,0.0,59.2995,0.026,0.0182569,0.0,0.0,0.0,0.0,Zn8P8H64C52N8O24,164
PEPXIS,2.78739,2.47168,2.76127,1.89348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn8H24C24N36Cl4,96
PEQHUQ,5.29265,2.63691,5.29265,1.50039,0.0,0.0,0.0,234.946,575.56,383.607,0.0,0.0,0.0,82.4571,0.0202,0.0134631,0.0,Zn16H80C96N64O32,288
PEVPUD,14.95522,7.91451,14.95522,0.594947,925.61,2170.77,3648.68,0.0,0.0,0.0,1919.64,0.4502,0.756706,0.0,0.0,0.0,0.0,Zn8H12C48O26,94
PEVQAK,14.88407,7.88772,14.88407,0.602423,922.137,2189.8,3634.99,0.0,0.0,0.0,1889.08,0.4486,0.74466,0.0,0.0,0.0,0.0,Zn8H12C48O26,94
PEVQEO,14.84488,7.95313,14.77766,0.610855,930.185,2222.24,3637.91,0.0,0.0,0.0,1847.61,0.4414,0.722594,0.0,0.0,0.0,0.0,Zn8H24C48O26,106
PEVQIS,14.89487,7.78421,14.89379,0.605776,941.504,2230.57,3682.18,0.0,0.0,0.0,1793.04,0.4248,0.701249,0.0,0.0,0.0,0.0,Zn8H24C48O26,106
PEVQOY,14.79228,7.88362,14.77092,0.613708,933.827,2241.36,3652.16,0.0,0.0,0.0,1804.03,0.433,0.705548,0.0,0.0,0.0,0.0,Zn8H24C48O26,106
PEYPIU,4.73554,3.50341,4.73554,1.41341,141.243,854.801,604.779,0.0,0.0,0.0,38.6649,0.0234,0.0165557,0.0,0.0,0.0,0.0,Zn4H32C56N4O24,120
PIDMEV,7.7619,4.42953,7.71379,1.03258,512.302,1685.85,1632.66,0.0,0.0,0.0,405.382,0.1334,0.129191,0.0,0.0,0.0,0.0,Zn6H48C84N4O24,166
PIDMEV01,7.72003,4.28453,7.71744,1.05835,496.34,1674.09,1581.79,0.0,0.0,0.0,376.534,0.127,0.119998,0.0,0.0,0.0,4.0,Zn6H48C84N4O24,166
PIFPIE,7.85828,4.27554,7.85828,1.04756,498.868,1665.46,1589.85,0.0,0.0,0.0,398.386,0.133,0.126962,0.0,0.0,0.0,0.0,Zn6H48C84N4O24,166
PIHNUQ,4.34321,3.63294,4.34321,1.46153,63.2084,395.511,270.615,0.0,0.0,0.0,12.4655,0.0078,0.00533688,0.0,0.0,0.0,0.0,Zn4H48C60N4O20,136
PIJJOI,6.12931,4.00789,6.08289,1.09199,432.775,847.513,776.116,1.65412,3.23929,2.9664,196.086,0.0384,0.0351651,0.0,0.0,0.0,0.0,Zn8H144C144N32O32,360
PIXHOV,4.83068,3.84033,4.83068,1.13311,172.65,1146.33,1011.66,0.0,0.0,0.0,56.6298,0.0376,0.0331829,0.0,0.0,0.0,0.0,Zn2H40C56N4O8,110
PIXPET,4.77527,3.75921,4.77527,1.1413,165.452,1106.47,969.486,0.0,0.0,0.0,51.1396,0.0342,0.0299659,0.0,0.0,0.0,0.0,Zn2H40C56N4O8,110
POJTOY01,2.78157,2.47684,2.78157,1.75623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fe4H16C32O20,72
POJTUE,2.98206,2.71894,2.98206,1.58829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fe8H32C64O40,144
PORVUO,4.67792,3.97904,4.67792,1.06036,232.655,1522.71,1436.03,0.0,0.0,0.0,60.1991,0.0394,0.0371572,0.0,0.0,0.0,0.0,Zn2H36C52N4O8,102
PUPNAQ,3.58947,2.69874,3.57729,1.43868,0.0,0.0,0.0,5.1903,27.3715,19.0254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn4H52C80N8O16,160
PUQHIT,4.11931,2.80454,4.11931,1.49051,0.0,0.0,0.0,49.1828,389.886,261.58,0.0,0.0,0.0,4.79357,0.0038,0.00254947,0.0,Zn4H30C44N4O16,98
PUQXUV,5.37589,5.08075,5.29758,1.50363,70.9926,235.151,156.389,99.4486,329.407,219.074,39.2472,0.013,0.00864572,29.5864,0.0098,0.00651755,0.0,Zn6H48C102O24F36,216
PUQYAC,5.36415,5.07421,5.36415,1.50028,72.5266,239.696,159.768,98.7215,326.268,217.472,38.1248,0.0126,0.00839845,28.4423,0.0094,0.00626551,0.0,Zn6H48C102O24F36,216
PURJES,6.1741,5.21501,6.1741,1.07844,340.418,1487.14,1378.98,0.0,0.0,0.0,185.416,0.081,0.0751088,0.0,0.0,0.0,4.0,Zn4H48C66O24,142
PURJIW,8.03037,6.16762,8.02661,0.894418,1025.9,1858.48,2077.86,0.0,0.0,0.0,970.431,0.1758,0.196552,0.0,0.0,0.0,4.0,Zn8H96C132O48,284
PURQEZ,4.01335,3.33782,3.83874,1.25543,50.839,325.159,259.003,6.59345,42.1707,33.5908,3.43973,0.0022,0.00175239,0.625406,0.0004,0.000318617,0.0,Zn4H24C32O32,92
PURSOK,4.44828,3.48673,4.44828,1.3532,77.7731,920.506,680.245,0.0,0.0,0.0,11.4906,0.0136,0.0100503,0.0,0.0,0.0,2.0,Zn3H12C24O12,51
PUSDIR,6.98341,5.26958,6.98341,1.1241,627.87,1290.46,1148.0,0.6481,1.33204,1.18499,422.322,0.0868,0.0772175,0.0,0.0,0.0,0.0,Zn8H96C160N8O40,312
PUSDOX,7.16088,5.6335,7.16088,1.1056,659.434,1333.03,1205.71,3.44066,6.95522,6.29092,494.688,0.1,0.0904488,0.0,0.0,0.0,4.0,Zn8H96C160N8O40,312
PUWCUF,5.62914,3.92719,5.62914,1.20596,931.098,1925.32,1596.5,0.0,0.0,0.0,354.0,0.0732,0.0606985,0.0,0.0,0.0,8.0,Zn16H96C112O64,288
QADBII,4.90485,4.23271,4.90165,1.42586,133.082,549.604,385.454,0.0,0.0,0.0,33.8997,0.014,0.00981863,0.0,0.0,0.0,0.0,Sn8H104C64O16,192
QAQSAD,5.24683,3.85843,5.23776,1.22144,133.838,1173.81,961.004,0.0,0.0,0.0,45.3802,0.0398,0.0325846,0.0,0.0,0.0,2.0,Zn3H18C36O12,69
QARCET,5.6311,3.58556,5.50351,1.43101,224.342,742.933,519.166,0.0,0.0,0.0,105.085,0.0348,0.0243184,0.0,0.0,0.0,0.0,Zn6H48C96N72,222
QATHIE,4.86697,2.68325,4.86697,1.15203,0.0,0.0,0.0,81.4317,781.024,677.953,0.0,0.0,0.0,18.3502,0.0176,0.0152773,2.0,Zn2H24C32N4O8,70
QAVWAN,6.3577,4.74176,6.3577,1.14455,270.933,1256.06,1097.43,0.0,0.0,0.0,112.596,0.0522,0.0456075,0.0,0.0,0.0,0.0,Zn4H48C72N4O16,144
QEDZEG,4.67279,4.35368,4.65959,1.26775,301.27,839.083,661.87,0.0,0.0,0.0,87.6075,0.0244,0.0192468,0.0,0.0,0.0,0.0,Zn8H72C136O32,248
